,frequency,index,word
1324,-8.166660898430264,1324,whole
1325,-8.171910254316407,1325,headphones
1326,-8.171910254316407,1326,checkered
1327,-8.177187311417251,1327,liquid
1328,-8.182492363646944,1328,interior
1329,-8.182492363646944,1329,featuring
1330,-8.187825709622306,1330,arrangement
1331,-8.187825709622306,1331,golden
1332,-8.187825709622306,1332,handle
1333,-8.187825709622306,1333,catches
1334,-8.187825709622306,1334,reaches
1335,-8.187825709622306,1335,feeder
1336,-8.187825709622306,1336,carries
1337,-8.198578501398568,1337,shirts
1338,-8.198578501398568,1338,position
1339,-8.203998568867908,1339,delicious
1340,-8.203998568867908,1340,opening
1341,-8.203998568867908,1341,double-decker
1342,-8.203998568867908,1342,gravel
1343,-8.203998568867908,1343,ben
1344,-8.203998568867908,1344,lighting
1345,-8.203998568867908,1345,design
1346,-8.209448173635472,1346,name
1347,-8.209448173635472,1347,beard
1348,-8.209448173635472,1348,grilled
1349,-8.209448173635472,1349,checking
1350,-8.209448173635472,1350,meadow
1351,-8.214927639400097,1351,covering
1352,-8.214927639400097,1352,cardboard
1353,-8.214927639400097,1353,stickers
1354,-8.220437295211067,1354,blonde
1355,-8.220437295211067,1355,displays
1356,-8.220437295211067,1356,skirt
1357,-8.220437295211067,1357,urinal
1358,-8.220437295211067,1358,haired
1359,-8.225977475586683,1359,drive
1360,-8.225977475586683,1360,carts
1361,-8.225977475586683,1361,visible
1362,-8.225977475586683,1362,duck
1363,-8.225977475586683,1363,first
1364,-8.225977475586683,1364,travel
1365,-8.225977475586683,1365,shadow
1366,-8.225977475586683,1366,pack
1367,-8.225977475586683,1367,controls
1368,-8.231548520636137,1368,covers
1369,-8.231548520636137,1369,miniature
1370,-8.231548520636137,1370,wears
1371,-8.237150776184809,1371,cafe
1372,-8.237150776184809,1372,plaid
1373,-8.237150776184809,1373,wing
1374,-8.237150776184809,1374,flooring
1375,-8.237150776184809,1375,grapes
1376,-8.242784593903064,1376,hang
1377,-8.242784593903064,1377,fountain
1378,-8.242784593903064,1378,cookies
1379,-8.242784593903064,1379,travelling
1380,-8.242784593903064,1380,condiments
1381,-8.248450331438741,1381,unmade
1382,-8.248450331438741,1382,following
1383,-8.248450331438741,1383,located
1384,-8.248450331438741,1384,potato
1385,-8.248450331438741,1385,league
1386,-8.25414835255338,1386,someones
1387,-8.25414835255338,1387,aerial
1388,-8.25414835255338,1388,exhibit
1389,-8.259879027262365,1389,foil
1390,-8.259879027262365,1390,shape
1391,-8.259879027262365,1391,ahead
1392,-8.265642731979113,1392,seats
1393,-8.265642731979113,1393,also
1394,-8.265642731979113,1394,muddy
1395,-8.265642731979113,1395,turning
1396,-8.265642731979113,1396,clay
1397,-8.265642731979113,1397,ham
1398,-8.265642731979113,1398,cleaning
1399,-8.27143984966344,1399,onion
1400,-8.27143984966344,1400,comforter
1401,-8.277270769974233,1401,series
1402,-8.277270769974233,1402,hallway
1403,-8.277270769974233,1403,pet
1404,-8.277270769974233,1404,nicely
1405,-8.283135889426632,1405,return
1406,-8.283135889426632,1406,fan
1407,-8.283135889426632,1407,accessories
1408,-8.283135889426632,1408,lane
1409,-8.283135889426632,1409,tabby
1410,-8.283135889426632,1410,bookshelf
1411,-8.283135889426632,1411,sharing
1412,-8.28903561155382,1412,mobile
1413,-8.28903561155382,1413,railway
1414,-8.294970347073633,1414,hills
1415,-8.294970347073633,1415,santa
1416,-8.294970347073633,1416,mini
1417,-8.294970347073633,1417,newspaper
1418,-8.300940514060137,1418,jar
1419,-8.300940514060137,1419,fishing
1420,-8.300940514060137,1420,buffet
1421,-8.300940514060137,1421,sleeps
1422,-8.300940514060137,1422,rusty
1423,-8.30694653812035,1423,rusted
1424,-8.30694653812035,1424,butter
1425,-8.30694653812035,1425,funny
1426,-8.30694653812035,1426,seems
1427,-8.30694653812035,1427,lamb
1428,-8.30694653812035,1428,rainbow
1429,-8.312988852576312,1429,hugging
1430,-8.312988852576312,1430,freshly
1431,-8.312988852576312,1431,corn
1432,-8.319067898652694,1432,backs
1433,-8.319067898652694,1433,stares
1434,-8.319067898652694,1434,either
1435,-8.319067898652694,1435,stage
1436,-8.319067898652694,1436,mostly
1437,-8.319067898652694,1437,posed
1438,-8.32518412567013,1438,thin
1439,-8.32518412567013,1439,father
1440,-8.32518412567013,1440,tasty
1441,-8.32518412567013,1441,size
1442,-8.32518412567013,1442,magnets
1443,-8.32518412567013,1443,helping
1444,-8.32518412567013,1444,ceramic
1445,-8.32518412567013,1445,tractor
1446,-8.331337991244508,1446,twin
1447,-8.331337991244508,1447,trolley
1448,-8.331337991244508,1448,teams
1449,-8.331337991244508,1449,brushes
1450,-8.331337991244508,1450,advertisement
1451,-8.331337991244508,1451,system
1452,-8.331337991244508,1452,pancakes
1453,-8.331337991244508,1453,gloves
1454,-8.33752996149243,1454,iron
1455,-8.33752996149243,1455,picking
1456,-8.343760511243065,1456,lay
1457,-8.343760511243065,1457,library
1458,-8.343760511243065,1458,watering
1459,-8.343760511243065,1459,burger
1460,-8.350030124256662,1460,coach
1461,-8.350030124256662,1461,alley
1462,-8.350030124256662,1462,bent
1463,-8.356339293449926,1463,countryside
1464,-8.356339293449926,1464,n't
1465,-8.356339293449926,1465,sniffing
1466,-8.356339293449926,1466,heart
1467,-8.356339293449926,1467,designed
1468,-8.356339293449926,1468,chasing
1469,-8.356339293449926,1469,leaving
1470,-8.356339293449926,1470,tablet
1471,-8.362688521128584,1471,attire
1472,-8.362688521128584,1472,advertising
1473,-8.362688521128584,1473,prepare
1474,-8.362688521128584,1474,napkin
1475,-8.362688521128584,1475,industrial
1476,-8.362688521128584,1476,shaking
1477,-8.362688521128584,1477,hood
1478,-8.369078319227356,1478,tries
1479,-8.369078319227356,1479,bouquet
1480,-8.369078319227356,1480,paw
1481,-8.369078319227356,1481,gentleman
1482,-8.369078319227356,1482,us
1483,-8.369078319227356,1483,cases
1484,-8.369078319227356,1484,almost
1485,-8.369078319227356,1485,foreign
1486,-8.369078319227356,1486,entertainment
1487,-8.369078319227356,1487,hose
1488,-8.369078319227356,1488,jumbo
1489,-8.375509209557647,1489,cuts
1490,-8.375509209557647,1490,forward
1491,-8.375509209557647,1491,stoplight
1492,-8.375509209557647,1492,chinese
1493,-8.381981724063264,1493,bakery
1494,-8.381981724063264,1494,downtown
1495,-8.381981724063264,1495,matching
1496,-8.381981724063264,1496,metallic
1497,-8.381981724063264,1497,poster
1498,-8.381981724063264,1498,calf
1499,-8.388496405084457,1499,dimly
1500,-8.388496405084457,1500,steeple
1501,-8.388496405084457,1501,pickle
1502,-8.388496405084457,1502,story
1503,-8.388496405084457,1503,propped
1504,-8.395053805630617,1504,marina
1505,-8.395053805630617,1505,biting
1506,-8.395053805630617,1506,multicolored
1507,-8.395053805630617,1507,multi
1508,-8.395053805630617,1508,chopped
1509,-8.395053805630617,1509,mask
1510,-8.401654489661968,1510,driveway
1511,-8.401654489661968,1511,ladder
1512,-8.401654489661968,1512,parrot
1513,-8.401654489661968,1513,cowboy
1514,-8.401654489661968,1514,sub
1515,-8.401654489661968,1515,seagulls
1516,-8.401654489661968,1516,connected
1517,-8.408299032380636,1517,hamburger
1518,-8.408299032380636,1518,owner
1519,-8.408299032380636,1519,words
1520,-8.408299032380636,1520,collar
1521,-8.414988020531434,1521,statues
1522,-8.414988020531434,1522,horns
1523,-8.414988020531434,1523,castle
1524,-8.414988020531434,1524,strip
1525,-8.414988020531434,1525,progress
1526,-8.421722052712777,1526,bikini
1527,-8.421722052712777,1527,individual
1528,-8.421722052712777,1528,herself
1529,-8.421722052712777,1529,stool
1530,-8.421722052712777,1530,rails
1531,-8.421722052712777,1531,blow
1532,-8.421722052712777,1532,piano
1533,-8.428501739698156,1533,larger
1534,-8.428501739698156,1534,tag
1535,-8.428501739698156,1535,booth
1536,-8.428501739698156,1536,busses
1537,-8.428501739698156,1537,calm
1538,-8.428501739698156,1538,driver
1539,-8.428501739698156,1539,sugar
1540,-8.428501739698156,1540,onlookers
1541,-8.428501739698156,1541,amongst
1542,-8.428501739698156,1542,hiding
1543,-8.428501739698156,1543,sunlight
1544,-8.428501739698156,1544,heading
1545,-8.428501739698156,1545,devices
1546,-8.435327704768557,1546,far
1547,-8.435327704768557,1547,sets
1548,-8.435327704768557,1548,frisbees
1549,-8.435327704768557,1549,natural
1550,-8.435327704768557,1550,paws
1551,-8.435327704768557,1551,furry
1552,-8.435327704768557,1552,abandoned
1553,-8.435327704768557,1553,daytime
1554,-8.435327704768557,1554,heavy
1555,-8.435327704768557,1555,spinach
1556,-8.435327704768557,1556,mans
1557,-8.435327704768557,1557,worker
1558,-8.435327704768557,1558,thrown
1559,-8.442200584056318,1559,trunks
1560,-8.442200584056318,1560,more
1561,-8.442200584056318,1561,seagull
1562,-8.442200584056318,1562,baking
1563,-8.442200584056318,1563,baggage
1564,-8.449121026900892,1564,crust
1565,-8.449121026900892,1565,typing
1566,-8.449121026900892,1566,chest
1567,-8.449121026900892,1567,chefs
1568,-8.449121026900892,1568,cliff
1569,-8.449121026900892,1569,neighborhood
1570,-8.456089696216985,1570,shining
1571,-8.456089696216985,1571,males
1572,-8.456089696216985,1572,bats
1573,-8.456089696216985,1573,motorbike
1574,-8.456089696216985,1574,circular
1575,-8.456089696216985,1575,organized
1576,-8.456089696216985,1576,rose
1577,-8.456089696216985,1577,racquets
1578,-8.463107268875632,1578,besides
1579,-8.463107268875632,1579,cold
1580,-8.463107268875632,1580,bearded
1581,-8.463107268875632,1581,mud
1582,-8.463107268875632,1582,weather
1583,-8.463107268875632,1583,ears
1584,-8.470174436098725,1584,cupcake
1585,-8.470174436098725,1585,cycle
1586,-8.477291903867588,1586,chili
1587,-8.477291903867588,1587,bay
1588,-8.4844603933462,1588,wilderness
1589,-8.4844603933462,1589,son
1590,-8.4844603933462,1590,wings
1591,-8.4844603933462,1591,formal
1592,-8.4844603933462,1592,candy
1593,-8.4844603933462,1593,tossing
1594,-8.4844603933462,1594,dusk
1595,-8.4844603933462,1595,kick
1596,-8.4844603933462,1596,cupboards
1597,-8.491680641319688,1597,lambs
1598,-8.491680641319688,1598,backyard
1599,-8.491680641319688,1599,folded
1600,-8.491680641319688,1600,contents
1601,-8.498953400648768,1601,audience
1602,-8.498953400648768,1602,bell
1603,-8.498953400648768,1603,resort
1604,-8.50627944074084,1604,pickles
1605,-8.50627944074084,1605,sailboat
1606,-8.50627944074084,1606,cookie
1607,-8.50627944074084,1607,'
1608,-8.50627944074084,1608,football
1609,-8.50627944074084,1609,decor
1610,-8.50627944074084,1610,balcony
1611,-8.50627944074084,1611,fans
1612,-8.50627944074084,1612,cook
1613,-8.50627944074084,1613,porch
1614,-8.50627944074084,1614,hardwood
1615,-8.513659548038463,1615,mat
1616,-8.513659548038463,1616,storage
1617,-8.513659548038463,1617,t-shirt
1618,-8.513659548038463,1618,really
1619,-8.513659548038463,1619,thick
1620,-8.513659548038463,1620,sizes
1621,-8.521094526525982,1621,washing
1622,-8.521094526525982,1622,lemon
1623,-8.521094526525982,1623,tunnel
1624,-8.521094526525982,1624,helmets
1625,-8.521094526525982,1625,lounge
1626,-8.521094526525982,1626,dishwasher
1627,-8.521094526525982,1627,apron
1628,-8.521094526525982,1628,lounging
1629,-8.521094526525982,1629,hospital
1630,-8.52858519825514,1630,upon
1631,-8.52858519825514,1631,kitty
1632,-8.52858519825514,1632,decoration
1633,-8.52858519825514,1633,bars
1634,-8.52858519825514,1634,licking
1635,-8.52858519825514,1635,motorcyclist
1636,-8.52858519825514,1636,steak
1637,-8.52858519825514,1637,neat
1638,-8.536132403890521,1638,goggles
1639,-8.536132403890521,1639,reflected
1640,-8.536132403890521,1640,unique
1641,-8.536132403890521,1641,stretching
1642,-8.536132403890521,1642,grazes
1643,-8.536132403890521,1643,separate
1644,-8.536132403890521,1644,peeled
1645,-8.536132403890521,1645,lighthouse
1646,-8.536132403890521,1646,belt
1647,-8.54373700327574,1647,finger
1648,-8.54373700327574,1648,chewing
1649,-8.54373700327574,1649,framed
1650,-8.54373700327574,1650,moped
1651,-8.54373700327574,1651,bikers
1652,-8.55139987602131,1652,jungle
1653,-8.55139987602131,1653,skiis
1654,-8.55139987602131,1654,clutter
1655,-8.55139987602131,1655,dryer
1656,-8.55139987602131,1656,pony
1657,-8.55139987602131,1657,drawers
1658,-8.55139987602131,1658,collage
1659,-8.55912192211522,1659,balancing
1660,-8.55912192211522,1660,evening
1661,-8.55912192211522,1661,card
1662,-8.566904062557276,1662,amount
1663,-8.566904062557276,1663,snack
1664,-8.574747240018302,1664,crosses
1665,-8.574747240018302,1665,strange
1666,-8.574747240018302,1666,focus
1667,-8.574747240018302,1667,pigeons
1668,-8.574747240018302,1668,closet
1669,-8.582652419525415,1669,freight
1670,-8.582652419525415,1670,peeking
1671,-8.582652419525415,1671,move
1672,-8.582652419525415,1672,sticker
1673,-8.582652419525415,1673,tourists
1674,-8.582652419525415,1674,dump
1675,-8.582652419525415,1675,scarf
1676,-8.582652419525415,1676,point
1677,-8.582652419525415,1677,fixing
1678,-8.582652419525415,1678,logs
1679,-8.590620589174591,1679,beverages
1680,-8.590620589174591,1680,mattress
1681,-8.590620589174591,1681,numerous
1682,-8.590620589174591,1682,photographs
1683,-8.590620589174591,1683,obstacle
1684,-8.590620589174591,1684,owl
1685,-8.598652760871856,1685,airlines
1686,-8.598652760871856,1686,suspended
1687,-8.598652760871856,1687,smoking
1688,-8.598652760871856,1688,cellphones
1689,-8.598652760871856,1689,shops
1690,-8.598652760871856,1690,cop
1691,-8.598652760871856,1691,cabin
1692,-8.598652760871856,1692,grocery
1693,-8.598652760871856,1693,monkey
1694,-8.606749971104476,1694,army
1695,-8.606749971104476,1695,jockey
1696,-8.606749971104476,1696,safety
1697,-8.606749971104476,1697,themselves
1698,-8.606749971104476,1698,helicopter
1699,-8.606749971104476,1699,word
1700,-8.606749971104476,1700,crane
1701,-8.606749971104476,1701,tusks
1702,-8.606749971104476,1702,scattered
1703,-8.606749971104476,1703,berries
1704,-8.606749971104476,1704,break
1705,-8.614913281743636,1705,adorable
1706,-8.614913281743636,1706,lemons
1707,-8.614913281743636,1707,silverware
1708,-8.614913281743636,1708,nuts
1709,-8.614913281743636,1709,courtyard
1710,-8.614913281743636,1710,quiet
1711,-8.614913281743636,1711,spot
1712,-8.623143780880152,1712,canopy
1713,-8.623143780880152,1713,slicing
1714,-8.623143780880152,1714,pairs
1715,-8.623143780880152,1715,fighting
1716,-8.623143780880152,1716,scooters
1717,-8.623143780880152,1717,odd
1718,-8.623143780880152,1718,softball
1719,-8.623143780880152,1719,complete
1720,-8.623143780880152,1720,towering
1721,-8.631442583694847,1721,boots
1722,-8.631442583694847,1722,played
1723,-8.639810833365363,1723,circle
1724,-8.639810833365363,1724,fall
1725,-8.639810833365363,1725,straight
1726,-8.639810833365363,1726,talk
1727,-8.639810833365363,1727,meeting
1728,-8.639810833365363,1728,observing
1729,-8.648249702011228,1729,3
1730,-8.648249702011228,1730,crossed
1731,-8.648249702011228,1731,section
1732,-8.648249702011228,1732,stops
1733,-8.648249702011228,1733,countertop
1734,-8.648249702011228,1734,strapped
1735,-8.648249702011228,1735,para
1736,-8.648249702011228,1736,hangar
1737,-8.648249702011228,1737,arena
1738,-8.648249702011228,1738,saying
1739,-8.648249702011228,1739,blond
1740,-8.656760391679137,1740,plaza
1741,-8.656760391679137,1741,leaf
1742,-8.656760391679137,1742,grabbing
1743,-8.656760391679137,1743,goods
1744,-8.656760391679137,1744,positioned
1745,-8.656760391679137,1745,shoreline
1746,-8.656760391679137,1746,cigarette
1747,-8.656760391679137,1747,mall
1748,-8.656760391679137,1748,warning
1749,-8.656760391679137,1749,indoors
1750,-8.656760391679137,1750,healthy
1751,-8.665344135370528,1751,skyline
1752,-8.665344135370528,1752,feed
1753,-8.665344135370528,1753,spray
1754,-8.665344135370528,1754,flooded
1755,-8.665344135370528,1755,hung
1756,-8.665344135370528,1756,golf
1757,-8.665344135370528,1757,teenager
1758,-8.674002198113643,1758,leafy
1759,-8.674002198113643,1759,sailboats
1760,-8.674002198113643,1760,war
1761,-8.674002198113643,1761,taxi
1762,-8.674002198113643,1762,motorcyclists
1763,-8.674002198113643,1763,caught
1764,-8.674002198113643,1764,than
1765,-8.674002198113643,1765,enjoy
1766,-8.674002198113643,1766,furnished
1767,-8.682735878082397,1767,delivery
1768,-8.682735878082397,1768,tire
1769,-8.682735878082397,1769,figure
1770,-8.682735878082397,1770,den
1771,-8.682735878082397,1771,classic
1772,-8.682735878082397,1772,catchers
1773,-8.682735878082397,1773,foggy
1774,-8.682735878082397,1774,cereal
1775,-8.682735878082397,1775,pine
1776,-8.691546507764553,1776,wit
1777,-8.691546507764553,1777,bedspread
1778,-8.691546507764553,1778,forks
1779,-8.691546507764553,1779,topping
1780,-8.691546507764553,1780,students
1781,-8.691546507764553,1781,magazine
1782,-8.691546507764553,1782,buns
1783,-8.691546507764553,1783,monument
1784,-8.691546507764553,1784,shrimp
1785,-8.691546507764553,1785,simple
1786,-8.691546507764553,1786,points
1787,-8.700435455181799,1787,guard
1788,-8.700435455181799,1788,bald
1789,-8.700435455181799,1789,jersey
1790,-8.700435455181799,1790,attempts
1791,-8.700435455181799,1791,lighted
1792,-8.700435455181799,1792,village
1793,-8.700435455181799,1793,wading
1794,-8.700435455181799,1794,service
1795,-8.700435455181799,1795,interesting
1796,-8.700435455181799,1796,seven
1797,-8.709404125164559,1797,individuals
1798,-8.709404125164559,1798,arrow
1799,-8.709404125164559,1799,basin
1800,-8.709404125164559,1800,screens
1801,-8.709404125164559,1801,waving
1802,-8.709404125164559,1802,own
1803,-8.718453960684476,1803,dispenser
1804,-8.718453960684476,1804,unusual
1805,-8.718453960684476,1805,layer
1806,-8.718453960684476,1806,comes
1807,-8.718453960684476,1807,step
1808,-8.718453960684476,1808,bathing
1809,-8.718453960684476,1809,fabric
1810,-8.718453960684476,1810,conversation
1811,-8.718453960684476,1811,waterway
1812,-8.718453960684476,1812,paddling
1813,-8.727586444247748,1813,consisting
1814,-8.727586444247748,1814,faucet
1815,-8.727586444247748,1815,drawing
1816,-8.727586444247748,1816,oriental
1817,-8.727586444247748,1817,rustic
1818,-8.727586444247748,1818,tasting
1819,-8.727586444247748,1819,raised
1820,-8.736803099352674,1820,process
1821,-8.736803099352674,1821,heard
1822,-8.736803099352674,1822,puts
1823,-8.736803099352674,1823,skater
1824,-8.736803099352674,1824,reflecting
1825,-8.736803099352674,1825,slightly
1826,-8.746105492014987,1826,piles
1827,-8.746105492014987,1827,handing
1828,-8.746105492014987,1828,valley
1829,-8.746105492014987,1829,ring
1830,-8.746105492014987,1830,illuminated
1831,-8.746105492014987,1831,approaches
1832,-8.746105492014987,1832,groups
1833,-8.746105492014987,1833,snacks
1834,-8.746105492014987,1834,balloons
1835,-8.755495232364826,1835,load
1836,-8.755495232364826,1836,boogie
1837,-8.755495232364826,1837,reach
1838,-8.755495232364826,1838,port
1839,-8.755495232364826,1839,celebrating
1840,-8.755495232364826,1840,spoons
1841,-8.755495232364826,1841,classroom
1842,-8.755495232364826,1842,fixtures
1843,-8.755495232364826,1843,sideways
1844,-8.755495232364826,1844,married
1845,-8.76497397631937,1845,turkey
1846,-8.76497397631937,1846,surfs
1847,-8.76497397631937,1847,stopping
1848,-8.76497397631937,1848,greenery
1849,-8.76497397631937,1849,vegetation
1850,-8.76497397631937,1850,bit
1851,-8.76497397631937,1851,transportation
1852,-8.77454342733552,1852,spraying
1853,-8.77454342733552,1853,turns
1854,-8.77454342733552,1854,pull
1855,-8.77454342733552,1855,cushion
1856,-8.77454342733552,1856,cans
1857,-8.77454342733552,1857,vendor
1858,-8.77454342733552,1858,headed
1859,-8.77454342733552,1859,friend
1860,-8.77454342733552,1860,doubles
1861,-8.77454342733552,1861,elegant
1862,-8.784205338247258,1862,daughter
1863,-8.784205338247258,1863,keys
1864,-8.784205338247258,1864,designs
1865,-8.784205338247258,1865,come
1866,-8.784205338247258,1866,tents
1867,-8.784205338247258,1867,cone
1868,-8.793961513192622,1868,crib
1869,-8.793961513192622,1869,bin
1870,-8.793961513192622,1870,soft
1871,-8.793961513192622,1871,roaming
1872,-8.793961513192622,1872,pens
1873,-8.793961513192622,1873,desks
1874,-8.793961513192622,1874,soap
1875,-8.793961513192622,1875,dried
1876,-8.793961513192622,1876,granite
1877,-8.793961513192622,1877,depot
1878,-8.793961513192622,1878,canoe
1879,-8.793961513192622,1879,boarders
1880,-8.793961513192622,1880,language
1881,-8.793961513192622,1881,works
1882,-8.793961513192622,1882,wear
1883,-8.793961513192622,1883,ribbon
1884,-8.793961513192622,1884,tin
1885,-8.803813809635633,1885,fat
1886,-8.803813809635633,1886,indicating
1887,-8.803813809635633,1887,canal
1888,-8.803813809635633,1888,console
1889,-8.803813809635633,1889,nap
1890,-8.803813809635633,1890,cauliflower
1891,-8.803813809635633,1891,toothpaste
1892,-8.803813809635633,1892,freeway
1893,-8.803813809635633,1893,leaping
1894,-8.803813809635633,1894,soldiers
1895,-8.803813809635633,1895,pedestal
1896,-8.803813809635633,1896,adjusting
1897,-8.803813809635633,1897,split
1898,-8.813764140488802,1898,music
1899,-8.813764140488802,1899,cheesy
1900,-8.813764140488802,1900,circus
1901,-8.813764140488802,1901,trough
1902,-8.813764140488802,1902,airborne
1903,-8.813764140488802,1903,shuttle
1904,-8.813764140488802,1904,factory
1905,-8.813764140488802,1905,buggy
1906,-8.813764140488802,1906,costumes
1907,-8.813764140488802,1907,practice
1908,-8.813764140488802,1908,sport
1909,-8.813764140488802,1909,dough
1910,-8.823814476342303,1910,hooked
1911,-8.823814476342303,1911,babies
1912,-8.823814476342303,1912,st
1913,-8.823814476342303,1913,pug
1914,-8.823814476342303,1914,speakers
1915,-8.823814476342303,1915,beak
1916,-8.823814476342303,1916,patterned
1917,-8.823814476342303,1917,british
1918,-8.823814476342303,1918,gives
1919,-8.833966847806321,1919,leads
1920,-8.833966847806321,1920,jars
1921,-8.833966847806321,1921,force
1922,-8.833966847806321,1922,pad
1923,-8.833966847806321,1923,level
1924,-8.833966847806321,1924,had
1925,-8.833966847806321,1925,trio
1926,-8.833966847806321,1926,cleaned
1927,-8.833966847806321,1927,weird
1928,-8.833966847806321,1928,much
1929,-8.84422334797351,1929,massive
1930,-8.84422334797351,1930,thing
1931,-8.84422334797351,1931,drivers
1932,-8.84422334797351,1932,pattern
1933,-8.84422334797351,1933,pepper
1934,-8.854586135009056,1934,stance
1935,-8.854586135009056,1935,diamond
1936,-8.854586135009056,1936,competing
1937,-8.854586135009056,1937,shades
1938,-8.854586135009056,1938,terrain
1939,-8.854586135009056,1939,utility
1940,-8.854586135009056,1940,figurine
1941,-8.854586135009056,1941,grinding
1942,-8.854586135009056,1942,towing
1943,-8.865057434876352,1943,drawer
1944,-8.865057434876352,1944,notebook
1945,-8.865057434876352,1945,cathedral
1946,-8.865057434876352,1946,conference
1947,-8.865057434876352,1947,human
1948,-8.865057434876352,1948,deserted
1949,-8.865057434876352,1949,within
1950,-8.865057434876352,1950,will
1951,-8.865057434876352,1951,kissing
1952,-8.865057434876352,1952,muffin
1953,-8.875639544206889,1953,button
1954,-8.875639544206889,1954,learning
1955,-8.875639544206889,1955,mom
1956,-8.875639544206889,1956,customers
1957,-8.875639544206889,1957,overcast
1958,-8.875639544206889,1958,link
1959,-8.875639544206889,1959,china
1960,-8.875639544206889,1960,tablecloth
1961,-8.875639544206889,1961,fully
1962,-8.875639544206889,1962,stroller
1963,-8.875639544206889,1963,soldier
1964,-8.875639544206889,1964,portrait
1965,-8.886334833323637,1965,numbers
1966,-8.886334833323637,1966,s
1967,-8.886334833323637,1967,overpass
1968,-8.886334833323637,1968,boardwalk
1969,-8.886334833323637,1969,parachute
1970,-8.886334833323637,1970,headboard
1971,-8.886334833323637,1971,ostrich
1972,-8.886334833323637,1972,winding
1973,-8.886334833323637,1973,hauling
1974,-8.886334833323637,1974,tropical
1975,-8.897145749427853,1975,order
1976,-8.897145749427853,1976,curve
1977,-8.897145749427853,1977,peel
1978,-8.897145749427853,1978,upright
1979,-8.897145749427853,1979,signals
1980,-8.897145749427853,1980,photographer
1981,-8.897145749427853,1981,deer
1982,-8.897145749427853,1982,tape
1983,-8.897145749427853,1983,chrome
1984,-8.897145749427853,1984,cellular
1985,-8.897145749427853,1985,fed
1986,-8.897145749427853,1986,pin
1987,-8.908074819960042,1987,float
1988,-8.908074819960042,1988,names
1989,-8.908074819960042,1989,main
1990,-8.908074819960042,1990,include
1991,-8.908074819960042,1991,toasted
1992,-8.908074819960042,1992,hall
1993,-8.908074819960042,1993,peanut
1994,-8.908074819960042,1994,feeds
1995,-8.908074819960042,1995,posts
1996,-8.908074819960042,1996,n
1997,-8.908074819960042,1997,herding
1998,-8.908074819960042,1998,staircase
1999,-8.908074819960042,1999,package
2000,-8.908074819960042,2000,farmers
2001,-8.908074819960042,2001,frozen
2002,-8.908074819960042,2002,print
2003,-8.908074819960042,2003,thumbs
2004,-8.919124656146629,2004,savannah
2005,-8.919124656146629,2005,teenage
2006,-8.919124656146629,2006,coke
2007,-8.919124656146629,2007,wrapper
2008,-8.919124656146629,2008,wake
2009,-8.919124656146629,2009,tags
2010,-8.919124656146629,2010,geese
2011,-8.919124656146629,2011,african
2012,-8.919124656146629,2012,conveyor
2013,-8.919124656146629,2013,message
2014,-8.919124656146629,2014,fashion
2015,-8.919124656146629,2015,jackets
2016,-8.919124656146629,2016,kept
2017,-8.919124656146629,2017,speaking
2018,-8.919124656146629,2018,stools
2019,-8.919124656146629,2019,crates
2020,-8.919124656146629,2020,help
2021,-8.919124656146629,2021,quilt
2022,-8.930297956744752,2022,depicting
2023,-8.930297956744752,2023,?
2024,-8.930297956744752,2024,electrical
2025,-8.930297956744752,2025,love
2026,-8.930297956744752,2026,knives
2027,-8.930297956744752,2027,carousel
2028,-8.930297956744752,2028,knee
2029,-8.930297956744752,2029,plains
2030,-8.930297956744752,2030,disk
2031,-8.930297956744752,2031,extended
2032,-8.930297956744752,2032,opponent
2033,-8.941597511998687,2033,seating
2034,-8.941597511998687,2034,stepping
2035,-8.941597511998687,2035,note
2036,-8.941597511998687,2036,pathway
2037,-8.941597511998687,2037,frying
2038,-8.941597511998687,2038,naked
2039,-8.941597511998687,2039,places
2040,-8.941597511998687,2040,pies
2041,-8.941597511998687,2041,squatting
2042,-8.941597511998687,2042,cooks
2043,-8.941597511998687,2043,grown
2044,-8.941597511998687,2044,stable
2045,-8.941597511998687,2045,chained
2046,-8.95302620782231,2046,products
2047,-8.95302620782231,2047,photographed
2048,-8.95302620782231,2048,roadside
2049,-8.95302620782231,2049,tight
2050,-8.95302620782231,2050,barbed
2051,-8.95302620782231,2051,returning
2052,-8.95302620782231,2052,english
2053,-8.95302620782231,2053,enter
2054,-8.95302620782231,2054,cloud
2055,-8.95302620782231,2055,site
2056,-8.964587030223385,2056,texting
2057,-8.964587030223385,2057,grandfather
2058,-8.964587030223385,2058,shapes
2059,-8.964587030223385,2059,bookcase
2060,-8.964587030223385,2060,suv
2061,-8.964587030223385,2061,slide
2062,-8.964587030223385,2062,carry
2063,-8.976283069986577,2063,strawberry
2064,-8.976283069986577,2064,grab
2065,-8.976283069986577,2065,uncooked
2066,-8.976283069986577,2066,meats
2067,-8.976283069986577,2067,read
2068,-8.976283069986577,2068,tagged
2069,-8.976283069986577,2069,backdrop
2070,-8.976283069986577,2070,elevated
2071,-8.976283069986577,2071,lie
2072,-8.976283069986577,2072,peering
2073,-8.976283069986577,2073,;
2074,-8.988117527633579,2074,policeman
2075,-8.988117527633579,2075,runner
2076,-8.988117527633579,2076,world
2077,-8.988117527633579,2077,stair
2078,-8.988117527633579,2078,cab
2079,-8.988117527633579,2079,black-and-white
2080,-8.988117527633579,2080,stretches
